MovieName,Director,Cast,Duration,ReleaseDate,Genre,Production,Rating_MyMovies,Rating_Critic,Rating_Public,Rating_Average,TopParagraph,BottomParagraph
L'uomo senza colpa,Ivan Gergolet,"Valentina Carnelutti, Giusi Merli, Livia Rossi, Paolo Rossi, Branko Zavrsan",112,22 giugno 2023,Drammatico,Arch Distribuzione,"3,50","3,10",,"3,30","Regia di Ivan Gergolet. Un film Da vedere 2022 con Valentina Carnelutti, Giusi Merli, Livia Rossi, Paolo Rossi, Branko Zavrsan. Cast completo Genere Drammatico, - Italia, 2022, durata 112 minuti. Uscita cinema giovedì 22 giugno 2023 distribuito da Arch Distribuzione. - MYmonetro 3,30 su 10 recensioni tra critica, pubblico e dizionari.","Il film vede protagonista una vedova in cerca di vendetta per la morte del marito. Un dramma anche ambientale, perchè il vero ""cattivo"" sembra essere l'amianto. In Italia al Box Office L'uomo senza colpa ha incassato  16,5 mila euro ."
Blocco 181,"Giuseppe Capotondi, Ciro Visco, Matteo Bonifazio","Salmo, Laura Osma, Alessandro Piavani, Andrea Dodero, Alessandro Tedeschi",,,Drammatico - Italia,,,,,,"Regia di Giuseppe Capotondi, Ciro Visco, Matteo Bonifazio. Una serie con Salmo, Laura Osma, Alessandro Piavani, Andrea Dodero, Alessandro Tedeschi. Cast completo Genere Drammatico - Italia, 2022, STAGIONI: 2 - EPISODI: 16","Un complesso edilizio della periferia milanese diventa teatro di una storia d'amore, di vendetta, di libertà e di affermazione personale. 

                                

Passaggio in TV
                                        venerdì 23 febbraio 2024 ore 3,25 su  SKYATLANTIC"
Acqua alle Corde,Paolo Consorti,"Cristiano Caldironi, Enzo Iacchetti, Elio e le Storie Tese, Giobbe Covatta",90,9 gennaio 2023,Commedia,Kimera Film,"1,00","2,38","5,00","2,79","Regia di Paolo Consorti. Un film con Cristiano Caldironi, Enzo Iacchetti, Elio e le Storie Tese, Giobbe Covatta. Cast completo Genere Commedia, - Italia, 2022, durata 90 minuti. Uscita cinema lunedì 9 gennaio 2023 distribuito da Kimera Film. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 2,79 su 5 recensioni tra critica, pubblico e dizionari.","Una commedia d'autore liberamente ispirata alle celebrazioni del V centenario di Sisto V In Italia al Box Office Acqua alle Corde ha incassato  5,4 mila euro ."
Mahmood,Giorgio Testi,Alessandro Mahmoud,90,17 ottobre 2022,Documentario,Nexo Digital,"2,50","2,58","5,00","3,36","Regia di Giorgio Testi. Un film con Alessandro Mahmoud. Genere Documentario, - Italia, 2022, durata 90 minuti. Uscita cinema lunedì 17 ottobre 2022 distribuito da Nexo Digital. - MYmonetro 3,36 su 7 recensioni tra critica, pubblico e dizionari.","L'incredibile storia di uno dei talenti più amati della scena musicale italiana di oggi: un artista che parla la lingua dei suoi fan, li rappresenta e dà loro una voce."
Vostro Onore,Alessandro Casale,"Stefano Accorsi, Barbara Ronchi, Matteo Oscar Giuggioli, Francesco Colella",,,Thriller - Italia,,"2,50",,,,"Regia di Alessandro Casale. Una serie con Stefano Accorsi, Barbara Ronchi, Matteo Oscar Giuggioli, Francesco Colella. Cast completo Genere Thriller - Italia, 2022, Valutazione: 2,5 Stelle, sulla base di 3 recensioni. STAGIONI: 1 - EPISODI: 8","Adattamento della serie israeliana Kvodo, Vostro Onore è un legal thriller con protagonista Stefano Accorsi."
The Matchmaker,Benedetta Argentieri,,88,,Documentario,Fandango,"2,50","3,17","4,00","3,22","Regia di Benedetta Argentieri. Un film Genere Documentario, - Italia, 2022, durata 88 minuti. distribuito da Fandango. - MYmonetro 3,22 su 4 recensioni tra critica, pubblico e dizionari.","Il ritratto dei una delle più famose jihadiste britanniche che per anni ha reclutato diverse donne occidentali. Il film ha ottenuto 1 candidatura ai Nastri d'Argento, In Italia al Box Office The Matchmaker ha incassato  5,8 mila euro ."
Tenebra,Anto (I),"Elisa Del Genio, Tonia De Micco, Mirko Frezza, Nicolas Magrini, Christian La Bianca",90,30 giugno 2022,Thriller,Tnm,"2,00","2,17","4,87","3,01","Regia di Anto (I). Un film con Elisa Del Genio, Tonia De Micco, Mirko Frezza, Nicolas Magrini, Christian La Bianca. Genere Thriller, - Italia, 2022, durata 90 minuti. Uscita cinema giovedì 30 giugno 2022 distribuito da Tnm. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,01 su 4 recensioni tra critica, pubblico e dizionari.","Una madre e sua figlia piccola sono rinchiuse nel bagagliaio di un'auto da un pericoloso squilibrato: la loro unica speranza di salvezza è riposta in una ragazzina che, proprio quello stesso giorno, ha deciso di togliersi la vita. In Italia al Box Office Tenebra ha incassato  5,9 mila euro ."
La scelta,Carlo Augusto Bachschmidt,"Luca Abbà, Elena Pozzallo",83,2 marzo 2023,Documentario,ZaLab,,,"5,00",,"Regia di Carlo Augusto Bachschmidt. Un film con Luca Abbà, Elena Pozzallo. Genere Documentario, - Italia, 2022, durata 83 minuti. Uscita cinema giovedì 2 marzo 2023 distribuito da ZaLab.","Dentro il movimento No TAV: storie, volti, luoghi di dieci anni di lotte politiche. In Italia al Box Office La scelta ha incassato  1,1 milioni di euro ."
Fortuna granda,"Francesca Sironi, Alberto Gottardo",,75,24 novembre 2022,Documentario,Trent Film,"3,00","2,63","3,50","3,04","Regia di Francesca Sironi, Alberto Gottardo. Un film Genere Documentario, - Italia, 2022, durata 75 minuti. Uscita cinema giovedì 24 novembre 2022 distribuito da Trent Film. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,04 su 5 recensioni tra critica, pubblico e dizionari.","In fondo al Delta del Po, in un paese che vive grazie alla pesca delle vongole, un gruppo di sedicenni è conteso fra scuola e lavoro. Il film è stato premiato a Solinas, In Italia al Box Office Fortuna granda ha incassato  8,5 mila euro ."
Oltre il confine,Alessandro Valenti,"Iaia Forte, Nicola Rignanese, Mabye Serigne Fallou, Mbaye Fatou Ndeye, Andrea Simonetti",86,11 settembre 2023,Drammatico,102 Distribution,"2,00","2,63",,"2,32","Regia di Alessandro Valenti. Un film con Iaia Forte, Nicola Rignanese, Mabye Serigne Fallou, Mbaye Fatou Ndeye, Andrea Simonetti. Genere Drammatico, - Italia, 2022, durata 86 minuti. Uscita cinema lunedì 11 settembre 2023 distribuito da 102 Distribution. - MYmonetro 2,32 su 5 recensioni tra critica, pubblico e dizionari.","La storia di due bambini africani che sognano di arrivare in Italia. In Italia al Box Office Oltre il confine ha incassato nelle prime 11 settimane di programmazione 10,7 mila euro  e 863 euro nel primo weekend."
Amate Sponde,Egidio Eronico,,78,14 marzo 2023,Documentario,Cinecittà Luce,"3,00","2,70","3,00","2,90","Regia di Egidio Eronico. Un film Genere Documentario, - Italia, 2022, durata 78 minuti. Uscita cinema martedì 14 marzo 2023 distribuito da Cinecittà Luce. - MYmonetro 2,90 su 6 recensioni tra critica, pubblico e dizionari.","Il racconto cinematografico di un Paese, l'Italia, nella sua attuale fisionomia, in un film fatto di sole immagini e musica. In Italia al Box Office Amate Sponde ha incassato  10,5 mila euro ."
Amma's Way - Un Abbraccio al Mondo,Anna Agnelli,,90,2 maggio 2022,Documentario,Nexo Digital,"3,00",,,,"Regia di Anna Agnelli. Un film Genere Documentario, - Italia, 2022, durata 90 minuti. Uscita cinema lunedì 2 maggio 2022 distribuito da Nexo Digital. Consigli per la visione di bambini e ragazzi: +13 Valutazione: 3 Stelle, sulla base di 3 recensioni.","La determinazione, le emozioni e la gioia di una donna visionaria e travolgente, un personaggio globale che non si stanca di combattere per la pace e che, partendo dalla sua India, ha raccolto sostenitori e volontari in tutto il mondo."
Gino Soldà - Una vita straordinaria,"Giorgia Lorenzato, Manuel Zarpellon","Guido Laurjni, Simone Moro, Mario Zucca",66,6 febbraio 2023,Documentario,Mescalito Film,"2,00",,"4,33","3,17","Regia di Giorgia Lorenzato, Manuel Zarpellon. Un film con Guido Laurjni, Simone Moro, Mario Zucca. Genere Documentario, - Italia, 2022, durata 66 minuti. Uscita cinema lunedì 6 febbraio 2023 distribuito da Mescalito Film. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,17 su 3 recensioni tra critica, pubblico e dizionari.","Insieme al noto alpinista Simone Moro, si ripercorre la vita di Gino Soldà, leggenda dell'alpinismo del Novecento e protagonista di imprese memorabili. In Italia al Box Office Gino Soldà - Una vita straordinaria ha incassato  24,8 mila euro .
                                


   Guarda subito su MYmovies ONE"
Svegliami a mezzanotte,Francesco Patierno,Fuani Marino,71,13 febbraio 2023,Documentario,Cinecittà Luce,"3,50","3,28","3,75","3,51","Regia di Francesco Patierno. Un film Da vedere 2022 con Fuani Marino. Genere Documentario, - Italia, 2022, durata 71 minuti. Uscita cinema lunedì 13 febbraio 2023 distribuito da Cinecittà Luce. - MYmonetro 3,51 su 10 recensioni tra critica, pubblico e dizionari.","Dal romanzo di Fuani Marino, l'esplorazione di un dolore inesprimibile negli archivi della memoria e
dell'inconscio. Il film ha ottenuto 1 candidatura ai Nastri d'Argento,  1 candidatura a David di Donatello, In Italia al Box Office Svegliami a mezzanotte ha incassato nelle prime 10 settimane di programmazione 7,9 mila euro  e 4,1 euro nel primo weekend."
Me contro te - La famiglia reale,Gianluca Leuzzi,"Luigi Calagna, Sofia Scalia, Sebastiano Kiniger, Beatrice Aiello, Federica Lucaferri",,,Commedia - Italia,,,,,,"Regia di Gianluca Leuzzi. Una serie con Luigi Calagna, Sofia Scalia, Sebastiano Kiniger, Beatrice Aiello, Federica Lucaferri. Cast completo Genere Commedia - Italia, 2022, STAGIONI: 2 - EPISODI: 16","Commedia dai toni fiabeschi, è la prima serie del duo Luì e Sofì celebri youtuber amatissimi dai bambini e ora chiamati ad una nuova avventura all'interno di un castello incantato."
La vera storia di Luisa Bonfanti,Franco Angeli,"Livia Bonifazi, Stefano Pesce, Valerio Aprea, Barbara Mautino",81,,Drammatico,InthelFilm,,,"3,00",,"Regia di Franco Angeli. Un film con Livia Bonifazi, Stefano Pesce, Valerio Aprea, Barbara Mautino. Genere Drammatico, - Italia, 2022, durata 81 minuti. distribuito da InthelFilm.",L'ultima notte della vita di un'attrice prima del suicidio. In Italia al Box Office La vera storia di Luisa Bonfanti ha incassato  129  .
Ciurè,"Giampiero Pumo, Gianpiero Pumo","Vivian Bellina, Maurizio Bologna, Gianpiero Pumo, Marilù Pipitone, Ernesto Tomasini",110,7 dicembre 2022,Drammatico - Italia,,,,"5,00",,"Regia di Giampiero Pumo, Gianpiero Pumo. Un film con Vivian Bellina, Maurizio Bologna, Gianpiero Pumo, Marilù Pipitone, Ernesto Tomasini. Cast completo Genere Drammatico - Italia, 2022, durata 110 minuti. Uscita cinema mercoledì 7 dicembre 2022","Un uomo fa di tutto per campare suo figlio. In Italia al Box Office Ciurè ha incassato  7,9 mila euro ."
Le chiavi di una storia - La comunità dell'Isolotto,Federico Micali,,80,24 febbraio 2023,Documentario,CEP,"3,50",,"4,20","3,85","Regia di Federico Micali. Un film Da vedere 2022 Genere Documentario, - Italia, 2022, durata 80 minuti. Uscita cinema venerdì 24 febbraio 2023 distribuito da CEP. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,85 su 3 recensioni tra critica, pubblico e dizionari.",La storia di come è nato il quartiere Isolotto di Firenze. In Italia al Box Office Le chiavi di una storia - La comunità dell'Isolotto ha incassato nelle prime 10 settimane di programmazione 561   e 35 euro nel primo weekend.
Sopravvissuti,Carmine Elia,"Stefi Celma, Barbora Bobulova, Lino Guanciale, Elena Radonicich, Alessio Vassallo",,,Thriller - Italia,,"2,50",,,,"Regia di Carmine Elia. Una serie con Stefi Celma, Barbora Bobulova, Lino Guanciale, Elena Radonicich, Alessio Vassallo. Cast completo Genere Thriller - Italia, Francia, Germania, 2022, Valutazione: 2,5 Stelle, sulla base di 1 recensione. STAGIONI: 1 - EPISODI: 12",Una serie con Lino Guanciale che racconta un mistero da risolvere.
Karate Man,Claudio Fragasso,"Claudio Del Falco, Stefano Maniscalco, Marco Aceti, Gianluca Potenziani",,26 maggio 2022,Azione,Ipnotica Distribuzioni,"2,00","2,38",,"2,19","Regia di Claudio Fragasso. Un film con Claudio Del Falco, Stefano Maniscalco, Marco Aceti, Gianluca Potenziani. Cast completo Genere Azione, - Italia, 2022, Uscita cinema giovedì 26 maggio 2022 distribuito da Ipnotica Distribuzioni. - MYmonetro 2,19 su 5 recensioni tra critica, pubblico e dizionari.","Un karateka trova fin da bambino la forza per combattere tramite lo sport la malattia da cui è affetto. In Italia al Box Office Karate Man ha incassato  2,9 mila euro ."
Il Principe di Melchiorre Gioia,Andrea Castoldi,"Silvio Cavallo, Matilde Veneri, Valeria Bonalume, Cristian Tuzzato, Marco Stefano Speziali",87,27 ottobre 2022,Commedia,CF-Film,"2,50",,"5,00","3,75","Regia di Andrea Castoldi. Un film con Silvio Cavallo, Matilde Veneri, Valeria Bonalume, Cristian Tuzzato, Marco Stefano Speziali. Cast completo Genere Commedia, - Italia, 2022, durata 87 minuti. Uscita cinema giovedì 27 ottobre 2022 distribuito da CF-Film. Consigli per la visione di bambini e ragazzi: V.M. 14 - MYmonetro 3,75 su 2 recensioni tra critica, pubblico e dizionari.","Un principe azzurro che non viaggia sul canonico cavallo bianco, ma in fondo a un autobus nella Milano del 1998. In Italia al Box Office Il Principe di Melchiorre Gioia ha incassato nelle prime 3 settimane di programmazione 5,6 mila euro  e 1,9 euro nel primo weekend."
Backstage - Dietro le quinte,Cosimo Alemà,"Aurora Moroni, Geneme Tonini, Beatrice Dellacasa, Giuseppe Futia, Riccardo Suarez",,,Drammatico,Eagle Pictures,,,"1,00",,"Regia di Cosimo Alemà. Un film con Aurora Moroni, Geneme Tonini, Beatrice Dellacasa, Giuseppe Futia, Riccardo Suarez. Genere Drammatico, - Italia, 2022, distribuito da Eagle Pictures.","Il rapporto tra creatività e ricerca del successo. In Italia al Box Office Backstage - Dietro le quinte ha incassato  2,1 mila euro ."
Gianni Minà - Una Vita da Giornalista,Loredana Macchietti,,100,26 giugno 2023,Documentario,Zenit Distribution,"2,50",,,,"Regia di Loredana Macchietti. Un film Genere Documentario, - Italia, 2022, durata 100 minuti. Uscita cinema lunedì 26 giugno 2023 distribuito da Zenit Distribution. Valutazione: 2,5 Stelle, sulla base di 3 recensioni.","Il ritratto personale e lavorativo di un grande osservatore della nostra contemporaneità. In Italia al Box Office Gianni Minà - Una Vita da Giornalista ha incassato nelle prime 2 settimane di programmazione 3,7 mila euro  e 3,6 euro nel primo weekend."
Darkling,Dusan Milic,"Danica Curcic, Slavko Stimac, Flavio Parenti, Fulvio Falzarano, Ivan Zerbinati",104,21 aprile 2022,Drammatico,"A_Lab, Lo Scrittoio","3,50","3,14","1,00","2,55","Regia di Dusan Milic. Un film Da vedere 2022 con Danica Curcic, Slavko Stimac, Flavio Parenti, Fulvio Falzarano, Ivan Zerbinati. Cast completo Titolo originale: Mrak. Titolo internazionale: Darkling. Genere Drammatico, - Serbia, Danimarca, Bulgaria, Grecia, Italia, 2022, durata 104 minuti. Uscita cinema giovedì 21 aprile 2022 distribuito da A_Lab, Lo Scrittoio. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 2,55 su 10 recensioni tra critica, pubblico e dizionari.","Una dodicenne e la sua famiglia vivono nella paura che nella notte il male arrivi dalla foresta. In Italia al Box Office Darkling ha incassato  2,7 mila euro ."
La memoria del mondo,Mirko Locatelli,"Fabrizio Falco, Maurizio Soldà, Fabrizio Calfapietra",99,2 marzo 2023,Giallo,Officina Film,"2,00","3,60","5,00","3,53","Regia di Mirko Locatelli. Un film con Fabrizio Falco, Maurizio Soldà, Fabrizio Calfapietra. Genere Giallo, - Italia, 2022, durata 99 minuti. Uscita cinema giovedì 2 marzo 2023 distribuito da Officina Film. - MYmonetro 3,53 su 6 recensioni tra critica, pubblico e dizionari.","La signora scompare: l'artista e il biografo ne seguono le tracce. In Italia al Box Office La memoria del mondo ha incassato  3,1 mila euro ."
E buonanotte - Storia del ragazzo senza sonno,Massimo Cappelli,"Loris Loddi, Roberta Giarrusso, Fabio Fulco, Giorgia Wurth, Nina Pons",,,Commedia - Italia,,"2,50",,"4,73","3,62","Regia di Massimo Cappelli. Un film con Loris Loddi, Roberta Giarrusso, Fabio Fulco, Giorgia Wurth, Nina Pons. Cast completo Genere Commedia - Italia, Bulgaria, 2022, Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,62 su 1 recensioni tra critica, pubblico e dizionari.",La storia di un ragazzo che non voleva dormire.
I Promessi Sposi,Pietro Marcello,,,,Drammatico,01 Distribution,,,,,"Regia di Pietro Marcello. Un film Genere Drammatico, - Italia, 2022, distribuito da 01 Distribution.","Il film di Pietro Marcello è liberamente tratto da ""I Promessi Sposi"" di Alessandro Manzoni."
The Last Ride of the Wolves,Alberto De Michele,"Pasquale De Michele, Alberto De Michele, Angelo Garbin, Vittorio Spigolon",81,,Drammatico - Paesi Bassi,,,,,,"Regia di Alberto De Michele. Un film con Pasquale De Michele, Alberto De Michele, Angelo Garbin, Vittorio Spigolon. Cast completo Genere Drammatico - Paesi Bassi, Italia, 2022, durata 81 minuti.",Un vecchio truffatore organizza la sua ultima missione: rubare 12 milioni di euro.
Pluto,Renzo Carbonera,"Andrea Pennacchi, Sara Lazzaro",75,9 febbraio 2023,Drammatico,OpenDDB,"3,00",,,,"Regia di Renzo Carbonera. Un film con Andrea Pennacchi, Sara Lazzaro. Genere Drammatico, - Italia, 2022, durata 75 minuti. Uscita cinema giovedì 9 febbraio 2023 distribuito da OpenDDB. Valutazione: 3 Stelle, sulla base di 3 recensioni.","Un ex-ufficiale dell'esercito statunitense si nasconde nei boschi delle Alpi. Sta scappando da qualcuno o forse sta compiendo una missione. In Italia al Box Office Pluto ha incassato  3,7 mila euro ."
Finalmente libera,Giuseppe Di Giorgio,"Camilla Tedeschi, Erika Franceschini, Valentina Carrino, Vera Castagna",93,15 giugno 2022,Commedia,Emera Film,"2,50",,"4,48","3,49","Regia di Giuseppe Di Giorgio. Un film con Camilla Tedeschi, Erika Franceschini, Valentina Carrino, Vera Castagna. Cast completo Genere Commedia, - Italia, 2022, durata 93 minuti. Uscita cinema mercoledì 15 giugno 2022 distribuito da Emera Film. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,49 su 2 recensioni tra critica, pubblico e dizionari.",Mettersi in discussione per ritrovare la libertà interiore. In Italia al Box Office Finalmente libera ha incassato  644  .
